instrument,harmo1,harmo2,harmo3
trumpet,-7.53,-17.558,-15.936
trumpet,-2.322,-16.351,-17.762
flute,-16.109,-13.308,-21.137
oboe,2.013,3.527,14.708
trumpet,-10.486,-16.371,-18.93
oboe,14.471,14.517,7.863
flute,-18.85,-24.31,-24.809
oboe,3.042,6.925,14.698
flute,-21.579,-16.345,-23.688
oboe,7.168,14.551,18.598
oboe,13.629,17.138,12.142
oboe,13.669,13.955,6.76
flute,-16.352,-14.75,-22.905
oboe,14.018,14.945,5.37
oboe,7.538,10.788,13.14
oboe,-3.94,6.033,6.916
oboe,-4.311,6.446,-1.476
flute,-16.425,-13.634,-24.915
flute,-19.902,-23.691,-20.445
trumpet,-6.451,-15.957,-22.638
oboe,8.787,13.456,19.225
trumpet,-8.091,-18.536,-15.784
flute,-18.182,-25.526,-25.177
oboe,12.889,11.277,2.898
flute,-20.567,-24.129,-23.253
trumpet,-6.184,-19.894,-19.918
oboe,12.972,11.792,4.537
oboe,4.253,16.729,16.651
oboe,16.972,20.701,12.814
flute,-21.799,-19.376,-24.74
trumpet,-4.589,-14.519,-24.768
oboe,8.295,13.245,19.242
trumpet,-5.509,-23.914,-21.722
oboe,13.961,19.633,13.513
flute,-22.784,-17.65,-22.703
oboe,-5.426,7.73,-1.805
trumpet,-9.2,-20.689,-17.896
oboe,5.91,13.53,18.567
flute,-19.543,-17.544,-23.666
oboe,8.606,13.124,19.767
oboe,7.326,7.758,15.36
flute,-17.187,-21.058,-23.286
oboe,6.525,10.105,-0.127
flute,-19.417,-15.776,-24.416
trumpet,-8.19,-4.523,-24.887
oboe,5.227,17.202,18.111
trumpet,-4.836,-20.927,-21.287
oboe,11.323,11.019,4.626
oboe,5.943,9.263,3.497
flute,-17.599,-20.311,-20.725
oboe,6.938,10.31,15.08
trumpet,-9.114,-22.748,-17.346
oboe,6.708,10.716,13.164
trumpet,-9.887,-15.34,-25.345
trumpet,-5.562,-24.524,-21.809
trumpet,-5.906,-22.43,-25.009
oboe,6.78,11.61,15.269
flute,-19.48,-16.532,-24.587
oboe,12.021,17.789,11.88
trumpet,-5.122,-17.64,-23.554
oboe,-1.456,7.885,0.026
oboe,14.083,15.806,6.319
oboe,5.841,12.302,14.969
oboe,9.964,9.666,5.367
flute,-15.773,-13.832,-24.016
trumpet,-4.742,-16.126,-20.608
trumpet,-4.639,-19.691,-21.781
oboe,11.822,9.424,7.453
oboe,0.236,11.49,-14.459
flute,-17.604,-22.754,-19.605
flute,-17.994,-16.081,-23.804
flute,-20.592,-18.17,-24.148
oboe,-3.66,7.072,3.951
oboe,8.637,13.056,19.416
oboe,3.693,12.6,2.79
oboe,4.352,9.582,4.197
oboe,13.189,12.692,3.231
oboe,-1.115,8.308,-2.905
oboe,7.328,11.336,15.524
oboe,12.793,10.839,5.202
trumpet,-5.71,-17.099,-22.54
oboe,13.871,14.364,6.524
oboe,11.523,17.607,10.399
trumpet,-3.88,-18.849,-21.923
oboe,-0.287,9.549,-7.246
trumpet,-11.017,-13.978,-19.065
trumpet,-3.393,-14.598,-19.438
trumpet,-6.159,-18.05,-24.653
flute,-17.202,-17.239,-24.583
oboe,7.496,10.254,14.438
oboe,14.05,22.0,12.813
oboe,7.068,5.594,13.128
oboe,8.377,8.78,4.654
oboe,4.86,9.045,-4.354
trumpet,-3.831,-17.557,-20.96
oboe,8.191,14.225,19.427
flute,-19.793,-18.362,-23.676
oboe,6.944,10.685,16.285
oboe,7.339,8.846,12.218
oboe,12.984,17.792,8.889
trumpet,-7.307,-19.498,-16.373
trumpet,-4.713,-21.374,-21.984
flute,-16.994,-20.406,-22.357
oboe,13.333,13.588,21.672
oboe,-3.831,8.535,-7.91
flute,-18.481,-18.833,-24.746
trumpet,-7.48,-12.688,-14.945
oboe,-0.919,11.518,-4.827
trumpet,-9.494,-20.134,-25.329
oboe,11.336,15.45,20.523
trumpet,-7.012,-19.649,-19.729
oboe,11.057,9.783,5.152
trumpet,-5.783,-20.807,-20.303
oboe,-0.714,11.517,3.409
oboe,13.83,18.513,9.735
flute,-19.247,-22.025,-24.847
oboe,13.203,10.072,7.775
trumpet,-8.224,-17.678,-17.379
flute,-15.945,-12.964,-22.6
trumpet,-7.233,-18.942,-24.37
oboe,1.06,5.86,8.337
oboe,-1.606,9.156,-13.863
oboe,13.874,12.036,7.856
oboe,13.866,17.247,8.462
oboe,-0.902,8.984,-2.936
oboe,10.758,10.63,11.203
flute,-15.44,-22.191,-22.37
oboe,7.164,10.439,9.807
trumpet,-6.274,-18.118,-24.188
oboe,7.236,13.017,18.559
flute,-15.144,-13.841,-24.121
oboe,0.067,7.469,5.773
trumpet,-6.045,-5.315,-21.737
flute,-18.207,-17.634,-21.691
flute,-19.319,-16.325,-26.017
trumpet,-4.796,-22.522,-20.006
oboe,4.7,9.665,0.709
flute,-19.204,-23.984,-22.625
trumpet,-8.944,-9.584,-15.116
trumpet,-7.766,-22.787,-24.014
oboe,12.568,10.036,5.949
flute,-16.304,-16.356,-24.076
oboe,7.345,10.836,13.705
trumpet,-4.155,-17.405,-19.922
flute,-18.616,-20.936,-25.512
trumpet,-6.568,-16.129,-19.01
oboe,5.573,8.9,-2.945
oboe,9.306,10.824,11.318
trumpet,-6.9,-21.531,-23.725
oboe,7.467,14.036,19.567
flute,-17.624,-12.806,-22.964
oboe,9.748,12.946,18.756
trumpet,-9.757,-19.181,-17.094
oboe,14.793,17.903,11.987
oboe,6.818,10.699,14.278
oboe,12.91,16.654,12.352
oboe,5.357,9.047,14.252
oboe,8.107,10.034,2.961
trumpet,-6.245,-16.485,-20.308
flute,-16.228,-21.114,-23.099
trumpet,-6.243,-24.758,-21.296
oboe,3.993,17.195,16.848
oboe,14.172,16.443,10.057
trumpet,-13.548,-24.353,-21.432
oboe,4.876,8.225,14.952
oboe,5.088,17.378,17.551
oboe,7.471,3.329,9.023
oboe,6.999,11.732,16.0
oboe,6.067,11.551,9.66
oboe,14.062,23.167,10.965
oboe,8.882,7.15,8.816
oboe,7.142,13.193,15.788
oboe,8.942,10.876,12.43
oboe,14.03,17.758,11.974
oboe,0.744,12.263,2.009
oboe,15.967,9.681,22.619
trumpet,-4.616,-21.681,-20.135
flute,-17.617,-13.985,-23.565
oboe,10.763,11.565,11.755
oboe,14.959,21.491,11.442
trumpet,-4.91,-20.482,-22.872
oboe,7.13,11.219,17.448
oboe,3.23,9.068,-7.505
oboe,13.222,18.071,8.956
flute,-14.975,-18.897,-17.798
oboe,-1.916,8.378,-2.026
oboe,0.35,3.132,11.283
oboe,4.661,16.562,17.575
oboe,7.404,11.528,14.652
oboe,5.282,12.781,6.273
oboe,6.392,8.489,-5.69
trumpet,-5.254,-22.1,-17.63
flute,-16.683,-18.048,-24.101
trumpet,-12.706,-15.969,-19.041
oboe,11.371,11.165,10.503
oboe,11.788,10.131,6.484
flute,-21.532,-17.216,-23.463
oboe,14.822,15.442,8.456
flute,-22.898,-20.295,-25.483
oboe,3.122,5.711,14.794
trumpet,-5.566,-16.925,-21.533
flute,-18.875,-20.147,-23.932
trumpet,-3.082,-16.376,-19.815
flute,-19.32,-20.586,-25.897
trumpet,-3.829,-20.567,-20.758
trumpet,-7.436,-17.942,-17.142
oboe,14.877,18.114,12.642
oboe,7.14,13.224,19.495
oboe,7.082,9.194,14.87
oboe,7.766,11.822,11.085
trumpet,-7.023,-18.648,-23.157
oboe,8.67,8.184,3.876
trumpet,-6.937,-4.378,-18.323
oboe,5.371,9.974,-3.672
oboe,10.675,10.004,5.301
oboe,3.749,0.264,15.745
oboe,14.266,12.66,6.364
flute,-21.038,-14.096,-25.971
trumpet,-2.191,-15.483,-18.179
oboe,-1.613,3.988,12.045
flute,-18.333,-19.375,-24.89
trumpet,-5.73,-21.248,-13.703
oboe,-6.377,4.836,4.325
oboe,4.935,8.838,15.302
flute,-15.828,-19.075,-21.47
flute,-20.518,-22.071,-25.422
oboe,11.143,10.518,9.069
flute,-17.538,-22.739,-22.592
trumpet,-14.871,-14.952,-22.674
trumpet,-9.983,-18.07,-18.852
trumpet,-6.006,-23.463,-18.233
oboe,7.354,4.245,11.57
trumpet,-12.053,-9.198,-23.063
oboe,14.37,13.307,8.286
oboe,4.324,9.11,-12.931
flute,-15.559,-21.446,-21.364
oboe,9.527,10.492,11.322
trumpet,-5.416,-25.658,-19.674
trumpet,-6.483,-22.536,-18.098
oboe,6.496,11.792,8.676
flute,-17.098,-18.929,-22.372
flute,-20.081,-19.048,-20.056
oboe,0.46,9.193,-7.856
oboe,10.751,15.071,19.47
oboe,6.963,14.081,18.466
oboe,12.581,10.263,4.551
trumpet,-6.238,-19.984,-18.974
oboe,14.13,17.683,12.387
oboe,14.122,14.22,6.283
oboe,-1.931,6.857,3.139
oboe,6.805,11.575,16.015
oboe,10.01,10.377,5.61
trumpet,-8.816,-21.023,-18.285
flute,-20.076,-18.849,-21.297
oboe,13.825,13.938,6.152
oboe,6.124,9.575,-0.387
oboe,8.111,13.732,19.423
oboe,2.375,9.588,-11.262
trumpet,-5.473,-17.187,-21.623
oboe,3.215,9.668,-12.173
flute,-21.759,-16.61,-25.356
oboe,9.364,9.8,4.64
flute,-20.554,-17.863,-22.387
flute,-16.89,-15.513,-21.964
oboe,-2.413,2.099,14.798
flute,-18.051,-18.263,-24.575
flute,-18.033,-17.825,-22.271
oboe,1.834,12.759,2.145
flute,-18.892,-18.748,-24.826
trumpet,-4.129,-14.204,-20.755
oboe,6.981,10.738,13.916
oboe,10.461,11.741,11.36
flute,-21.691,-17.24,-20.121
flute,-20.124,-19.414,-21.579
oboe,12.857,14.929,10.831
oboe,12.7,17.403,13.101
oboe,3.337,10.06,-15.493
oboe,1.756,1.423,16.005
oboe,2.722,9.051,-3.462
flute,-17.312,-15.521,-23.956
oboe,6.71,14.122,16.98
oboe,12.886,12.401,6.6
oboe,7.778,8.947,-6.408
trumpet,-7.774,-17.115,-21.583
flute,-17.837,-23.056,-19.395
oboe,11.711,10.426,5.203
oboe,7.336,9.882,14.969
trumpet,-5.229,-16.682,-20.585
oboe,16.19,13.092,23.448
trumpet,-4.949,-18.527,-25.236
trumpet,-11.019,-4.734,-22.541
oboe,2.004,7.392,6.09
flute,-20.069,-18.2,-22.576
oboe,4.746,8.883,14.626
oboe,7.119,11.913,18.321
oboe,7.038,10.135,15.207
oboe,5.503,8.736,-8.827
trumpet,-8.115,-9.199,-13.231
trumpet,-8.985,-13.584,-19.958
trumpet,-4.397,-16.042,-24.626
oboe,7.541,6.411,14.411
trumpet,-5.557,-20.91,-13.818
oboe,10.576,9.721,4.764
oboe,8.414,8.352,9.935
oboe,7.606,6.086,11.884
oboe,13.637,18.169,9.22
oboe,7.128,11.773,8.681
oboe,3.482,12.787,7.517
oboe,14.146,11.835,4.825
trumpet,-8.234,-17.636,-16.788
flute,-22.065,-18.455,-20.202
trumpet,-4.774,-17.27,-17.803
oboe,14.757,16.959,6.936
oboe,14.008,17.915,12.48
oboe,6.745,10.422,14.635
oboe,7.234,11.999,15.719
oboe,-3.675,7.365,4.999
oboe,12.657,17.769,12.896
flute,-18.832,-17.177,-23.085
oboe,7.224,12.175,17.54
oboe,6.684,13.001,14.711
oboe,7.225,13.351,18.532
oboe,7.266,6.254,13.161
oboe,7.186,10.787,15.035
oboe,7.1,13.867,16.865
flute,-22.153,-21.192,-24.677
oboe,11.139,10.286,10.006
oboe,7.121,12.148,17.406
flute,-16.389,-13.327,-21.159
oboe,13.184,13.379,8.022
trumpet,-5.885,-16.07,-23.389
oboe,11.319,10.945,9.552
oboe,4.685,8.936,-4.364
oboe,5.133,7.415,14.531
oboe,14.593,16.507,9.88
oboe,6.837,11.12,14.48
oboe,-5.051,4.999,4.637
oboe,13.398,11.09,-1.14
oboe,7.109,6.754,13.351
oboe,7.117,11.815,10.297
oboe,6.794,9.311,14.978
trumpet,-6.574,-20.722,-13.436
oboe,11.45,15.625,21.378
oboe,-2.441,5.578,5.335
trumpet,-12.064,-21.985,-25.4
oboe,6.98,12.504,17.419
oboe,6.938,12.263,10.278
oboe,-4.485,0.76,14.652
oboe,5.225,9.841,15.147
flute,-23.893,-13.488,-19.286
oboe,12.067,11.126,8.817
trumpet,-4.899,-16.579,-19.312
oboe,11.419,9.449,5.712
trumpet,-6.061,-23.499,-18.633
oboe,8.631,11.402,9.433
oboe,12.575,12.07,7.254
oboe,7.316,11.239,17.029
trumpet,-3.709,-19.908,-19.078
trumpet,-12.636,-14.609,-21.29
oboe,7.221,11.39,16.289
oboe,6.722,8.357,-2.47
oboe,3.777,12.513,7.376
trumpet,-10.164,-17.055,-22.156
trumpet,-3.975,-15.892,-19.983
flute,-20.805,-19.34,-21.41
trumpet,-8.368,-18.695,-17.094
oboe,12.839,10.55,5.458
flute,-22.338,-19.19,-23.671
trumpet,-6.686,-18.76,-23.133
trumpet,-4.875,-20.414,-19.788
oboe,9.155,10.321,11.274
flute,-25.053,-26.018,-24.433
oboe,-2.921,9.591,5.269
oboe,12.425,18.426,12.975
oboe,4.885,12.852,18.722
oboe,4.578,9.606,-2.5
oboe,0.136,4.113,12.613
trumpet,-14.479,-16.592,-24.837
flute,-15.705,-14.325,-21.223
flute,-21.175,-16.668,-23.605
oboe,6.119,10.915,15.035
oboe,3.499,9.873,-11.39
trumpet,-4.911,-23.66,-16.476
oboe,9.273,12.304,11.533
oboe,3.8,0.155,15.687
oboe,9.391,9.036,6.093
flute,-17.956,-20.974,-24.782
oboe,7.592,11.745,15.707
oboe,-1.337,7.513,3.229
oboe,4.369,-5.033,16.198
trumpet,-4.795,-17.076,-18.954
oboe,-0.703,5.333,10.092
oboe,10.505,9.548,5.572
oboe,14.157,18.391,12.692
oboe,5.231,15.428,16.469
oboe,14.424,14.525,5.644
oboe,11.635,10.994,10.27
trumpet,-5.681,-20.386,-19.912
oboe,13.873,14.248,6.47
oboe,5.408,8.934,14.456
oboe,13.98,11.511,5.746
flute,-15.579,-17.797,-20.384
trumpet,-5.434,-18.452,-24.481
oboe,8.623,14.585,20.125
trumpet,-8.971,-20.919,-16.116
oboe,4.132,-1.39,15.381
oboe,9.26,11.972,10.895
oboe,10.718,9.014,7.325
oboe,7.395,11.353,15.4
trumpet,-4.953,-20.46,-24.439
trumpet,-4.464,-22.683,-20.84
oboe,7.48,11.196,13.555
trumpet,-8.778,-5.977,-22.126
trumpet,-6.333,-24.301,-25.065
oboe,10.395,9.32,6.621
oboe,6.35,12.058,15.297
flute,-20.91,-19.245,-20.804
flute,-19.774,-18.042,-25.973
oboe,2.736,4.902,14.816
oboe,-1.283,11.824,-0.639
flute,-17.157,-13.682,-21.186
trumpet,-3.679,-13.259,-18.518
trumpet,-5.147,-19.451,-20.205
trumpet,-3.779,-16.089,-21.489
oboe,11.897,17.868,11.703
oboe,3.666,-0.094,15.214
oboe,9.404,10.404,10.795
flute,-14.645,-16.953,-15.977
oboe,13.065,15.077,11.296
oboe,6.185,14.172,17.697
oboe,7.498,2.958,8.312
oboe,14.639,18.685,12.959
oboe,2.099,8.932,-5.854
trumpet,-7.888,-16.372,-19.67
trumpet,-11.196,-18.786,-25.902
oboe,-3.406,10.486,0.739
oboe,3.552,8.569,-4.181
oboe,9.938,10.104,10.812
trumpet,-3.608,-20.334,-19.93
trumpet,-5.289,-15.918,-18.763
flute,-19.793,-13.279,-19.121
trumpet,-5.407,-16.285,-23.382
oboe,15.262,17.368,10.591
trumpet,-4.832,-10.098,-23.095
oboe,7.148,13.014,19.267
oboe,2.282,8.002,2.991
trumpet,-4.673,-20.25,-18.335
oboe,6.806,6.948,13.381
flute,-18.733,-16.641,-24.203
trumpet,-14.157,-15.247,-20.716
flute,-23.195,-21.493,-24.572
flute,-20.201,-22.144,-24.619
oboe,7.902,10.418,7.125
oboe,13.645,10.372,8.543
flute,-17.108,-15.096,-22.771
flute,-16.585,-23.495,-20.437
oboe,7.275,14.283,16.829
oboe,5.746,12.49,9.215
oboe,7.141,10.433,12.948
oboe,13.859,13.133,3.857
oboe,7.241,8.866,13.92
flute,-16.567,-14.117,-22.846
flute,-25.757,-19.487,-22.632
trumpet,-6.022,-14.168,-24.443
oboe,6.576,8.461,0.925
trumpet,-3.338,-15.221,-18.09
oboe,10.24,9.88,9.089
oboe,9.908,8.689,5.641
oboe,6.317,11.957,8.793
oboe,14.797,11.99,21.909
flute,-15.39,-15.647,-22.036
oboe,6.271,10.519,14.459
oboe,13.499,11.232,1.464
oboe,14.458,22.243,12.042
flute,-19.849,-17.369,-20.132
oboe,9.53,10.65,10.732
flute,-16.252,-25.18,-21.67
flute,-20.65,-13.54,-25.051
oboe,7.986,13.14,19.081
oboe,13.903,18.28,9.294
oboe,9.79,9.097,3.122
trumpet,-9.081,-18.071,-17.371
flute,-16.65,-14.352,-23.555
flute,-16.077,-16.884,-21.758
trumpet,-4.79,-23.632,-19.131
oboe,14.251,11.134,5.261
oboe,7.958,6.988,18.095
oboe,11.047,11.841,12.203
oboe,12.441,21.053,12.142
flute,-18.839,-18.097,-21.178
flute,-20.233,-24.51,-21.067
oboe,14.361,11.462,3.339
trumpet,-4.617,-23.158,-18.877
trumpet,-4.657,-22.293,-20.08
oboe,8.116,11.344,12.154
oboe,12.291,18.396,11.576
oboe,13.32,13.066,9.813
trumpet,-3.74,-19.107,-23.619
oboe,0.266,9.933,-4.758
oboe,7.798,9.011,2.612
flute,-24.46,-12.449,-20.926
trumpet,-5.48,-24.672,-21.376
trumpet,-5.685,-21.981,-19.417
trumpet,-9.401,-15.877,-20.352
trumpet,-7.289,-20.103,-19.108
oboe,8.326,10.351,10.82
trumpet,-4.694,-16.926,-23.014
oboe,6.974,12.575,16.229
oboe,13.387,13.615,6.635
trumpet,-4.365,-20.99,-21.439
oboe,8.35,13.517,19.521
trumpet,-8.728,-15.794,-19.288
flute,-20.658,-16.643,-25.476
trumpet,-6.052,-17.28,-16.837
oboe,7.447,9.623,0.126
trumpet,-3.247,-17.44,-20.531
oboe,7.217,11.696,17.237
oboe,8.626,11.256,11.074
flute,-18.319,-20.58,-24.586
trumpet,-10.157,-15.625,-20.152
trumpet,-6.18,-20.416,-20.74
flute,-17.869,-17.21,-25.093
trumpet,-15.019,-14.615,-23.301
oboe,14.191,16.839,11.866
oboe,6.047,14.188,16.191
oboe,5.962,11.615,9.502
oboe,11.834,11.069,9.473
flute,-19.615,-18.098,-24.545
oboe,2.906,8.693,-1.179
oboe,14.179,22.088,12.374
oboe,14.259,12.4,6.304
flute,-16.008,-12.09,-22.136
oboe,0.237,9.27,-9.083
oboe,13.069,14.824,10.749
oboe,-3.392,7.131,-1.241
oboe,7.155,12.157,17.475
trumpet,-9.632,-11.84,-22.924
flute,-24.749,-12.708,-20.859
oboe,7.32,10.276,13.781
oboe,7.762,3.13,11.028
oboe,6.622,10.369,14.273
trumpet,-7.532,-21.866,-20.33
oboe,9.956,8.333,-0.329
oboe,7.34,11.533,9.287
oboe,7.275,11.741,14.49
oboe,-2.691,8.741,-4.679
oboe,7.239,9.173,14.059
oboe,6.771,12.872,12.081
oboe,12.057,11.444,9.492
trumpet,-4.632,-20.039,-18.08
oboe,-8.201,8.331,-2.664
oboe,9.663,9.49,6.871
oboe,-5.324,8.984,-5.971
trumpet,-5.78,-22.263,-21.441
oboe,10.516,10.506,10.979
oboe,14.193,15.768,6.4
flute,-18.745,-20.15,-20.556
flute,-14.831,-16.345,-26.003
trumpet,-7.344,-16.114,-20.243
flute,-15.141,-15.794,-22.352
oboe,8.029,7.653,10.421
oboe,7.427,8.951,-0.699
oboe,4.679,9.261,-0.816
flute,-24.946,-19.353,-22.147
oboe,7.324,5.964,13.241
trumpet,-5.901,-21.009,-20.836
flute,-20.534,-21.397,-25.322
flute,-17.279,-16.838,-24.842
oboe,5.556,-4.112,14.848
oboe,9.58,9.444,5.235
flute,-17.568,-22.71,-23.179
flute,-17.134,-21.035,-25.265
oboe,10.235,8.923,6.635
flute,-15.253,-25.151,-19.917
oboe,6.863,12.773,17.906
oboe,7.446,2.662,6.862
oboe,7.34,11.206,13.929
oboe,-1.348,5.156,8.246
flute,-19.952,-10.701,-24.276
oboe,12.989,15.559,11.456
oboe,11.905,18.023,11.661
oboe,5.234,17.895,16.947
oboe,11.829,11.054,9.236
oboe,13.647,13.723,6.13
oboe,-2.81,8.638,9.783
oboe,18.209,23.488,13.626
trumpet,-3.658,-18.156,-20.131
oboe,12.839,14.987,10.929
flute,-19.79,-17.151,-23.649
oboe,6.024,13.48,15.524
oboe,14.707,22.246,11.909
oboe,14.399,13.858,22.3
oboe,11.613,9.822,6.294
oboe,13.604,17.107,11.657
flute,-22.106,-13.778,-22.256
oboe,14.517,14.035,9.134
oboe,7.634,3.52,6.294
flute,-14.596,-13.483,-15.684
oboe,0.2,9.219,-5.668
flute,-18.015,-17.939,-21.212
oboe,14.265,16.777,7.438
oboe,13.95,22.561,12.065
oboe,13.917,16.858,11.192
oboe,12.334,11.831,9.149
oboe,-1.951,7.661,-0.095
trumpet,-6.385,-6.836,-23.737
oboe,-4.045,7.03,0.43
flute,-18.802,-21.955,-24.521
trumpet,-6.339,-11.933,-16.911
oboe,6.721,9.998,13.897
oboe,6.619,10.36,14.341
flute,-15.926,-13.923,-21.486
oboe,14.285,16.501,10.207
oboe,7.352,7.745,-3.508
oboe,14.654,16.324,5.836
oboe,12.753,17.928,9.425
flute,-20.48,-17.281,-23.913
oboe,13.189,17.611,8.284
oboe,8.783,11.451,10.906
oboe,8.416,10.381,8.875
oboe,4.542,9.489,-3.667
trumpet,-5.511,-20.017,-19.513
trumpet,-3.122,-14.889,-18.945
flute,-22.373,-25.855,-25.846
oboe,6.635,14.189,17.76
oboe,-5.82,3.59,8.974
oboe,3.407,6.425,15.077
trumpet,-5.23,-15.155,-25.644
oboe,9.185,10.928,9.921
flute,-18.526,-17.215,-25.207
oboe,12.566,16.716,12.54
oboe,8.162,11.688,10.682
oboe,12.344,10.219,5.843
trumpet,-4.925,-22.307,-18.285
oboe,5.987,11.846,9.426
flute,-20.399,-19.179,-19.472
trumpet,-14.275,-14.176,-20.286
oboe,6.055,12.86,16.778
oboe,11.547,9.143,6.717
oboe,6.815,10.96,16.569
oboe,8.239,6.838,10.463
flute,-16.339,-15.094,-23.696
oboe,7.018,11.694,16.442
oboe,12.462,17.743,13.069
trumpet,-6.476,-16.95,-21.205
trumpet,-11.83,-17.473,-22.807
oboe,14.134,16.394,9.337
flute,-22.888,-16.826,-25.755
oboe,7.48,11.565,10.915
trumpet,-7.585,-20.518,-22.158
oboe,-3.304,9.25,-1.662
oboe,11.502,11.508,11.496
trumpet,-5.833,-25.869,-23.621
oboe,12.73,21.855,11.272
trumpet,-8.854,-15.101,-18.796
flute,-14.132,-15.322,-20.619
oboe,7.884,6.185,17.909
oboe,8.942,12.49,11.395
oboe,13.438,10.431,5.849
oboe,7.227,11.607,17.317
trumpet,-4.724,-20.823,-22.829
oboe,13.055,12.853,9.463
flute,-17.577,-17.183,-25.941
trumpet,-8.334,-17.024,-19.595
trumpet,-12.398,-17.683,-23.213
oboe,7.144,12.237,14.686
trumpet,-10.3,-20.991,-25.848
trumpet,-5.978,-21.83,-18.62
oboe,14.135,15.368,5.878
oboe,6.822,4.587,13.299
flute,-22.821,-17.946,-22.637
trumpet,-8.198,-22.811,-19.23
trumpet,-3.354,-15.08,-17.928
oboe,6.946,10.698,12.393
oboe,0.508,2.356,15.55
oboe,7.052,14.325,17.462
oboe,-0.214,8.663,2.566
flute,-16.762,-15.446,-23.593
oboe,12.486,11.556,4.304
oboe,4.563,8.981,-3.119
oboe,12.253,17.851,13.525
trumpet,-12.645,-15.993,-23.469
oboe,5.691,9.542,14.121
oboe,7.236,12.101,17.595
trumpet,-6.585,-16.462,-23.658
oboe,8.25,10.825,5.045
oboe,7.473,10.741,15.406
trumpet,-3.497,-21.227,-21.336
flute,-22.735,-20.67,-25.678
oboe,9.257,9.747,-2.447
oboe,7.211,1.674,10.476
oboe,4.408,8.326,4.269
oboe,13.162,12.69,21.333
oboe,9.489,15.496,19.426
oboe,6.76,9.148,-2.143
flute,-21.86,-15.312,-24.425
oboe,12.984,11.734,3.867
trumpet,-9.494,-13.849,-17.026
oboe,3.566,9.582,-6.473
oboe,7.318,8.92,14.121
oboe,7.445,10.753,16.315
oboe,4.621,9.767,-6.978
oboe,7.033,11.193,16.968
trumpet,-5.849,-13.957,-22.026
oboe,15.815,20.639,12.233
oboe,4.717,9.363,-5.015
oboe,11.937,18.394,10.604
oboe,-2.572,3.073,10.211
trumpet,-5.013,-22.502,-18.132
oboe,8.513,10.368,3.72
oboe,-2.811,10.558,0.271
oboe,6.873,11.255,9.148
trumpet,-6.64,-18.042,-16.314
oboe,12.443,11.809,9.206
flute,-15.942,-22.798,-20.281
oboe,0.884,11.638,3.617
oboe,10.982,9.81,6.089
oboe,11.08,9.522,7.788
trumpet,-5.306,-17.407,-24.135
oboe,7.041,12.018,16.973
trumpet,-5.909,-12.859,-25.478
trumpet,-11.104,-6.254,-21.566
oboe,-6.757,8.103,-6.412
oboe,9.143,11.017,11.919
oboe,-0.083,9.314,-5.254
oboe,5.904,12.713,6.599
oboe,7.647,12.106,15.237
trumpet,-3.631,-18.247,-15.48
flute,-14.707,-15.066,-17.382
oboe,9.484,10.127,10.452
oboe,0.269,9.447,-13.612
oboe,13.112,13.401,6.066
oboe,11.976,18.257,11.974
oboe,7.683,6.253,11.096
oboe,0.786,12.289,0.798
oboe,13.856,22.234,12.184
oboe,5.566,8.316,14.029
trumpet,-3.49,-14.313,-17.578
trumpet,-2.621,-13.518,-16.533
oboe,9.984,9.318,2.542
oboe,6.301,13.133,15.575
oboe,0.593,8.694,1.523
oboe,-4.134,6.195,1.481
flute,-17.266,-17.424,-24.731
oboe,-0.801,8.227,-1.307
oboe,12.698,13.209,9.379
trumpet,-8.587,-19.571,-19.256
oboe,-0.962,7.855,3.445
trumpet,-14.859,-17.85,-19.518
oboe,5.733,-9.651,15.42
oboe,12.65,11.548,3.194
flute,-19.135,-18.805,-24.957
trumpet,-9.585,-19.532,-15.65
flute,-20.007,-18.213,-23.112
oboe,7.424,11.004,14.006
trumpet,-7.985,-19.034,-21.322
oboe,7.899,12.43,17.893
trumpet,-5.68,-17.141,-23.108
oboe,7.141,5.242,13.14
oboe,0.188,1.719,16.17
oboe,6.438,14.006,17.015
flute,-18.879,-20.411,-21.866
oboe,8.932,10.868,10.965
oboe,-5.864,8.987,5.966
trumpet,-6.254,-18.212,-20.801
trumpet,-5.145,-16.532,-25.936
oboe,1.38,12.543,3.462
oboe,13.286,10.943,6.297
oboe,7.933,10.759,10.813
oboe,7.78,2.555,13.593
oboe,11.573,10.467,6.624
oboe,6.989,13.023,17.001
oboe,14.01,22.517,11.717
trumpet,-6.222,-23.01,-24.253
flute,-19.544,-19.203,-24.761
flute,-18.432,-15.978,-25.367
trumpet,-5.378,-6.77,-25.354
oboe,5.493,9.75,-2.378
oboe,8.107,14.976,20.271
trumpet,-5.141,-20.992,-21.412
trumpet,-10.993,-14.409,-25.952
trumpet,-4.045,-20.678,-21.152
oboe,-3.022,2.62,14.836
trumpet,-9.862,-25.576,-21.433
oboe,-2.229,7.711,-3.48
flute,-16.609,-17.959,-22.337
flute,-16.515,-13.884,-24.4
trumpet,-8.033,-25.964,-23.766
trumpet,-4.826,-16.657,-17.808
oboe,10.173,10.111,6.628
trumpet,-6.453,-15.652,-24.47
flute,-18.487,-24.04,-20.725
oboe,2.031,7.703,2.114
trumpet,-5.564,-19.236,-24.733
oboe,5.893,-4.038,15.056
oboe,11.528,9.461,4.29
oboe,7.265,12.959,18.042
oboe,6.969,13.006,19.386
oboe,-2.943,8.526,-2.14
oboe,6.168,9.341,13.965
trumpet,-7.21,-24.292,-20.033
trumpet,-7.265,-18.116,-21.956
